texto,tipo
"Alcalde de Honey, Puebla, es detenido con armas y más de 1 millón de pesosS",Deportes
Abandonan cuerpo mutilado en contenedor de basura de XalapaS,Deportes
"Con aforo del 50%, reabren salones de fiestas y espacios deportivos en Loma Bonita ante semáforo naranjaS",Deportes
"[VIDEO] Ante 'brote'de robos y asaltos en Tuxtepec, la Policía Municipal, única en brindar apoyo social; la Policía Estatal no ayuda y sólo se disculpa por tener dos patrullas, revela mandoS",Deportes
OAXACA: muere civil de un paro fulminante a bordo de taxiS,Deportes
'Peligrosos'impone su ley en la súper liga de futbolS,Deportes
Vibrantes juegos de beisbol entre Selección Espinal y Ángeles de JuchitánS,Deportes
Este domingo se disputa el Campeonato Estatal de Ajedrez sub10S,Deportes
Celebra San Nicolás Quialana torneo de pelota mixteca este domingoS,Deportes
"Una zona de baja presión con probabilidad para desarrollo ciclónico, ocasionará lluvias intensas en Veracruz, Oaxaca y Guerrero y fuertes en Puebla, Morelos y el oriente de MichoacánS",Deportes
"Tiempo de esquiroles, mentiras y sueños guajirosS",Deportes
Ya son más de 8 mil viviendas afectadas por el terremoto en GuerreroS,Deportes
"Inseguridad en Toluca, ¿percepción o realidad?S",Deportes
"Con aguas cristalinas llegaron las pepescas en 'arroyo sal', Santa Úrsula, Tuxtepec, OaxacaS",Deportes
Mildred Sugey primera atleta istmeña en ParanacionalesS,Deportes
"El Istmo, la región que menos escuelas regresaron a clases presenciales, IEEPOS",Deportes
"Por segunda ocasión, no habrá Feria en QuerétaroS",Deportes
Arranca IOAM operativo Bienvenido Oaxaqueño y Oaxaqueña Migrante con motivo de la temporada de 'Todos Santos'S,Deportes
Detienen 3 presuntos asaltantes en HuajuapanS,Deportes
"Detiene fiscalía de Oaxaca a probable asesino del exedil de Ejutla, Leonardo Díaz CruzS",Deportes
Conforman Comité Municipal de la Red Mundial de Jóvenes Políticos en VeracruzS,Deportes
"Se privilegia libertad, sin ideologías impuestas. - UNAMS",Deportes
"[VIDEO] Una persona muerta y dos gravemente lesionadas, deja choque en la pista Oaxaca-PueblaS",Deportes
Continúan retenidos funcionarios de Zapotitlán en HuajuapanS,Deportes
"Explosión de tráiler de doble remolque en el Istmo, sin víctimasS",Deportes
Rebeca Cortez gana primera medalla de oro para Oaxaca en paraatletismoS,Deportes
Muere durante evento deportivo de cuatrimotos en CatemacoS,Deportes
Hallan una camioneta abandonada a la orilla de la Playa Brasil en el IstmoS,Deportes
OAXACA: Señalan a la policía de Santa Lucia del Camino se retirar varones que reparaban bachesS,Deportes
Grupo de amigos rescatan ciclismo de turismeros con el lema Viva MéxicoS,Deportes
Habrá mar de fondo desde Pinotepa hasta San Mateo del MarS,Deportes
Pensión de tráileres se incendia en el puerto de Veracruz; 10 unidades se calcinaronS,Deportes
En menos de 24 horas se registraron dos feminicidios en OaxacaS,Deportes
Sustituirá México a Francia en el World RugbyS,Deportes
Alebrijes de Oaxaca recibe a Mineros de ZacatecasS,Deportes
En vivienda abandonada de Zacatecas localizan 10 cadáveresS,Deportes
Celebraron a lo patrio en el Club Delfín de ChiapasS,Deportes
Paran trabajadores de Salud de Guerrero por adeudo de fondo de ahorroS,Deportes
Teléfono rojo | José Ureña | Aureoles lucha por su vidaS,Deportes
Paquete económico traerá recuperación para 2022: Carol AltamiranoS,Deportes
Logran amparo para vacunar a 20 menores de edad contra COVID-19 en OaxacaS,Deportes
"Usaron armas de fuego contra 59% de mujeres asesinadas en Oaxaca; Istmo, la región con más casosS",Deportes
"Niñas zapotecas representan a Juchitán, Oaxaca, en competencia nacional de gimnasia rítmicaS",Deportes
OAXACA: alistan trabajadores de salud paro este 15 de Septiembre por crisis financiera y aumento de despidosS,Deportes
Levantan veda por marea roja para venta y consumo de moluscos de aguas del Istmo de OaxacaS,Deportes
Muere una mujer prensada al volcar el automóvil en que viajaba en el tramo Cintalapa - Crucero El CeroS,Deportes
"El futbol y el balón, los mejores amigos de Javier de Jesús; lleva siete años practicandoS",Deportes
Alebrijes logra el triunfo ante Mineros de ZacatecasS,Deportes
Asesinaron a 10 ambientalistas en Oaxaca durante 2020: Global WitnessS,Deportes
Pasajero de taxi del sitio Minería falleció de un paro cardiacoS,Deportes
Suman 8 mil 700 viviendas afectadas por el terremoto en GuerreroS,Deportes
"Pese a promesa de AMLO, abandonan a personal de Hospital Insabi de Juchitán de primera línea CovidS",Deportes
"Fallece Pedro Aguilar Ávila, conocido lomabonitense e incansable promotor deportivoS",Deportes
"Cantante Alanis Morissette fue abusada a los 15 años, revela en documental ""Jagged""S",Deportes
Rebasa Guerrero las 900 réplicas del terremoto de 7. 1S,Deportes
"Durante cirugía: médicos y enfermeras de Juquila, Oaxaca protestan tras ser despedidos; salvaron su última vida antes de quedarse sin trabajo (VÍDEO)S",Deportes
"Dejan bolsas con restos humanos, en campo deportivo de Rafael Delgado, VeracruzS",Deportes
Acaban de ser padres y se quedan sin trabajo; así la historia de los enfermeros que llevaron a su bebé recién nacido a la manifestación en Tuxtepec (VÍDEO)S,Deportes
"Sin protocolos, como secuestradores, así actuaron Agentes Estatales de Investigación al momento de ejecutar una orden de aprehensión en Valle NacionalS",Deportes
Deportivo Oaxaca es bicampeón de la Liga Galaxia de futbol rápidoS,Deportes
Exhortan a mantener medidas sanitarias en festejos patriosS,Deportes
Abandonan cadáver en límites de Loma Bonita y la Capilla de VeracruzS,Deportes
Inician paro de labores en sector salud y afectan a miles de oaxaqueñosS,Deportes
OAXACA: Finaliza protesta CTM en Semarnat tras acuerdo de mesa de diálogoS,Deportes
"Lista, sede de la delegación mexicana en Juegos Panamericanos JuvenilesS",Deportes
Concluye primera etapa de la jornada de vacunación antirrábica en HuajuapanS,Deportes
Piden reparar socavón de calle de Loma Bonita con 15 días abandonadoS,Deportes
Sin fecha para aplicación de segunda dosis antiCOVID para mayores de 18 en HuajuapanS,Deportes
Oaxaca se reporta listo para recibir a los 11 estados que competirán en los Juegos Nacionales Conade de surfingS,Deportes
Suspenden ceremonia del Grito de Independencia en distrito de JamiltepecS,Deportes
Denuncian campesinos de Tlaxcala corrupción en SaderS,Deportes
"Captura SSP a cinco personas por presunta privación ilegal de la libertad y portación de arma de fuego, en CosamaloapanS",Deportes
"En 5 días, 9 personas se contagiaron de Covid en TlaxiacoS",Deportes
Causa baja Cabecita Rodríguez con Cruz AzulS,Deportes
Al fin llegaron las vacunas para los niños en el istmoS,Deportes
"En Oaxaca, 18 menores ganan amparo para recibir vacuna anticovidS",Deportes
"OAXACA: disparos de arma de fuego, linchados y heridos, saldo de presunto abuso policial en la Central de AbastosS",Deportes
Deportivo Oaxaca va por el bicampeonatoS,Deportes
OAXACA: Diversos accidentes vehiculares se registraron esta noche en la capital oaxaqueñaS,Deportes
"Urgente, sanear la Policía Morelia; la abandonaron 3 años: edilS",Deportes
"OAXACA: menores de edad que ganaron amparo, se vacunan hoy contra COVID-19S",Deportes
Logra selección infantil oaxaqueña campeonato de la serie de la amistad de béisbolS,Deportes
Vulneraron CFE y Fiscalía de Oaxaca derechos a la vida y a la justiciaS,Deportes
Fue triunfo como madre: abogada que ganó amparos para vacunas en OaxacaS,Deportes
Sigue abandonado San Mateo del Mar a 4 días de estar inundadoS,Deportes
"Vacunan contra Covid a 18 niños de Oaxaca, tras ganar amparos y vencer obstáculos de la 4TS",Deportes
Lázaro Cárdenas Batel también es otro presidenciable 2024: Mario DelgadoS,Deportes
"Prolifera consumo superficial de 'encuestas patito'por redes sociales o mensajería directa, alerta Consejero del INES",Deportes
"Amparos y vacuna anti-Covid para niños, regalo de solidaridad; no deben politizarse: padres de OaxacaS",Deportes
Carreteras destruidas generan 'alimento'de familias en Tuxtepec; mujeres y hombres de lucha hacen el trabajo de las autoridadesS,Deportes
"Futbolista muere en pleno juego de veteranos, en Medellín, VeracruzS",Deportes
Investigarán red de corrupción en el sector salud de OaxacaS,Deportes
En total abandono mercado de Salina Cruz.S,Deportes
Registran los SSO red global médica del 58. 9% con pacientes COVID; 13 hospitales al 100% de capacidadS,Deportes
AMLO revela en Oaxaca carta que envió a Joe Biden; propone apoyos a 330 mil para evitar migraciónS,Deportes
Vuelca camioneta en Puerto Escondido con pasajeros de PueblaS,Deportes
Queman vehículo de edil de Ayutla Mixe; acusa a 'grupos radicales'por firma de acuerdo sobre manantialS,Deportes
Develan Alfredo Harp e Isabel Grañén mural restaurado en HuajuapanS,Deportes
Leonardo Salinas es recibido por el secretario de cultura de Puebla en su exposición 'Momentum'.S,Deportes
Compañía Minera Cuzcatlán incursiona en la generación de energía fotovoltaica para autoconsumoS,Deportes
"Ejecutan a mujer al interior de un taxi, en JáltipanS",Deportes
"Carolina originaria de Oaxaca viajó hasta Poza Rica para recuperar a sus hijos, quienes fueron sustraídos por su padre, un médico del IMSS [VIDEOS]S",Deportes
"Con antiofrenda, recuerdan y piden justicia por víctimas de feminicidioS",Deportes
Reportan estables a personas contagiadas de Covid en HuajuapanS,Deportes
Completan esquema de vacunación anti Covid 19 los treintañeros de TolucaS,Deportes
Descubren posible causa de muerte de 300 tortugas marinas golfinas en OaxacaS,Deportes
"'Levantan'a ex militar en Tuxtepec, fue a recoger su motocicleta al taller y lo interceptaronS",Deportes
Se presentaron denuncias por desvíos de pagos de impuestos al SAT y cuotas a ISSSTE para pagar a personal eventual de SSO: Murat (VÍDEO)S,Deportes
Inician 5 oaxaqueños proceso de clasificación a Panamericanos JuvenilesS,Deportes
"Se salva de ser ejecutado a balazos, en TuxpanS",Deportes
Mártires líder en el futbol municipal juchitecoS,Deportes
Presentan libro 'La transmigración de los recuerdos'de Rómulo Jiménez Celaya.S,Deportes
Hallan cadáver humano en carretera Zaragoza-OteapanS,Deportes
"OAXACA: Vuelca trailer cargado con cerveza, civiles rápidamente robaron el productoS",Deportes
"Ocultaron información en caso Ramón Martín Huerta, revela investigaciónS",Deportes
Concluye primer preselectivo nacional de Taekwondo en OaxacaS,Deportes
"Un muerto y 11 heridos, el saldo de 4 explosiones de gas en PueblaS",Deportes
"La gasolinería con el diésel más caro de México está en Oaxaca, dice la ProfecoS",Deportes
"SSPC, sin vínculos o acuerdos con grupos criminales: Rosa IcelaS",Deportes
"Los despidieron y se manifestaron dando consultas gratis al pueblo indígena de Valle Nacional, Oaxaca; el caso de médicos eventuales 'sin trabajo'S",Deportes
Invitan a mayores de 12 años en Oaxaca a participar en Primer Torneo Nacional de Salto de Cuerda AcrobáticoS,Deportes
Corrió para salvarse pero. . . ¡Lo mataron!S,Deportes
Libros de ayer y hoy | Teresa Gil | Veleidades del consumoS,Deportes
COMUNICADO: Cae José Ángel 'N' alias 'El Caballo'en TuxpanS,Deportes
Oaxaca: 3 mil 419 internos recibieron la vacuna anticovid; 788 no aceptaron el biológicoS,Deportes
Cancelan campeonato mundial de Triatlón en las Bermudas por CovidS,Deportes
Agradecen al IEEPO entrega de mobiliario y equipo en la CuencaS,Deportes
Cierra laboratorio del hospital Aurelio Valdivieso por falta de insumosS,Deportes
Definen selección mexicana de judo rumbo a Panamericanos JuvenilesS,Deportes
¡Probable suicidio! La encontraron sin vidaS,Deportes
Exhiben altar en honor a víctimas de COVID-19 en HuajuapanS,Deportes
Reportan bajas ventas en Plaza de Muertos en HuajuapanS,Deportes
"Qué renuncie Karina Barón, sugiere diputado federal ante clímax de violencia en Tuxtepec y Cuenca del PapaloapanS",Deportes
"En Oaxaca, se investigará a funcionarios que autorizaron plazas sin presupuesto a médicosS",Deportes
Querétaro demuestra que ideología no puede estar por encima de la ley: CoivihsS,Deportes
Productores se sostienen del autoconsumo tras pandemia en TuxtepecS,Deportes
Tropieza Ángel Alvarado en Mundial de Tiro con ArcoS,Deportes
"En mesa con Segego, acuerdan Tlacolulita y Tequisistlán mantener la paz social y el libre tránsitoS",Deportes
"Tras inundaciones en Oaxaca, San Mateo del Mar acusa abandonoS",Desastres naturales
"Libros de ayer y hoy | Teresa Gil | La UNAM, y la derecha al ataqueS",Deportes
Auxilia Cruz Roja a hombre que asaltaron en la Central de AbastoS,Deportes
"Tras abandono de 10 meses, CNDH acude a entrevistar a familias triquis desplazadas de la Mixteca de OaxacaS",Deportes
"Localizan el cuerpo de una mujer en el infiernillo, a lado de la autopista Orizaba – PueblaS",Deportes
OAXACA: Se continúan aplicando vacunas pfizer a menores de edad que ganaron amparoS,Deportes
Gana palco en el Azteca… y ni le gusta el futbolS,Deportes
"OAXACA: Coordinadora de Salud retira plantón de Casa Oficial, 'pero volveremos'aseguranS",Deportes
Los Chimalapas: Devastación al amparo de un conflicto territorial*S,Deportes
Miscelánea | La UNAM debe mantenerse libre | Judith Álamo LópezS,Deportes
Abandono convirtió al río Los Perros en un riesgo latente de inundaciones para pueblos del Istmo de OaxacaS,Desastres naturales
"Diputada suplente de morena, es asegurada con armas y granadas en PueblaS",Deportes
Instituto de Bachillerato de Oaxaca acuerda devolver retenciones a trabajadores; dará vales de despensaS,Deportes
OAXACA: El Panteón de Xoxocotlán no realizará su tradicional velada por segundo añoS,Deportes
Da entrada SCJN a acción de inconstitucionalidad por remoción de Comisionados de Transparencia de Oaxaca y reservar información por 10 añosS,Deportes
"111 años de ser ‘puma’: ¡feliz aniversario, UNAM!S",Deportes
Fortalecen cuidados sanitarios en el PolideportivoS,Deportes
Vacunan a 81% de personas privadas de libertad en Oaxaca; 788 rechazaron la dosisS,Deportes
Denuncian río de aguas negras en San Martín MexicapanS,Deportes
Anuncia Hospital Civil de Oaxaca suspensión de estudios clínicos y transfusiones por falta de insumosS,Deportes
OAXACA: una camioneta de pasaje termina fuera de cinta asfálticaS,Deportes
